1.34
5.9
7.51
10.25
15.61
21.26
21.29
20.26
33.99
30.56
31.99
44.67
35.39
37.64
58.25
58.14
57.53
51.63
52.27
76.23
83.21
73.91
75.92
88.43
67.72
73.92
95.49
80.42
100.99
