1.27
4.59
10.27
13.26
14.78
20.92
21.66
27.53
27.91
31.63
32.14
40.83
43.47
44.47
55.22
59.65
48.78
46.11
64.17
61.86
83.79
68.45
85.32
85.44
89.58
69.73
82.86
78.01
104.81
