2.03
5.88
8.23
13.26
12.22
19.75
18.52
31.57
34.78
39.38
42.74
35.71
48.74
46.87
63.27
59.39
63.93
72.49
68.35
60.18
60.7
61.88
71.09
80.58
73.67
88.96
102.64
109.05
108.91
